No,Attributes
16937,-1:word.lower():bigsize
16938,-1:word.lower():pbl724
16939,word[-3:]:CAM
16940,word[:3]:CAM
16941,-1:word.lower():cam
16942,+1:word.lower():sj4000
16943,word.lower():sj4000
16944,word[:3]:SJ4
16945,word[:2]:SJ
16946,-1:word.lower():sj4000
16947,+1:word.lower():!!
16948,word.lower():!!
16949,word[-3:]:!!
16950,word[:3]:!!
16951,+1:word.lower():headband
16952,word.lower():headband
16953,+1:word.lower():bando
16954,word.lower():bando
16955,-1:word.lower():headband
16956,-1:word.lower():bando
16957,+1:word.lower():arabella
16958,word.lower():arabella
16959,+1:word.lower():rb
16960,word.lower():rb
16961,word[-3:]:RB
16962,word[-2:]:RB
16963,word[:3]:RB
16964,word[:2]:RB
16965,-1:word.lower():arabella
16966,+1:word.lower():07
16967,word.lower():07
16968,word[-3:]:07
16969,word[:3]:07
16970,word[:2]:07
16971,-1:word.lower():rb
16972,+1:word.lower():tosca
16973,word[:3]:tos
16974,-1:word.lower():07
16975,+1:word.lower():3.0
16976,word.lower():3.0
16977,word[-3:]:3.0
16978,+1:word.lower():flashdisk
16979,word.lower():flashdisk
16980,-1:word.lower():3.0
16981,-1:word.lower():flashdisk
16982,+1:word.lower():microusb
16983,word.lower():microusb
16984,-1:word.lower():microusb
16985,+1:word.lower():flashdrive
16986,word.lower():flashdrive
16987,word.lower():alsa
16988,word[-3:]:LSA
16989,word[:3]:ALS
16990,-1:word.lower():alsa
16991,+1:word.lower():capsule
16992,word.lower():capsule
16993,+1:word.lower():75gr
16994,word.lower():75gr
16995,word[:3]:75g
16996,-1:word.lower():capsule
16997,-1:word.lower():75gr
16998,word[:3]:her
16999,word[:3]:eks
17000,word[:2]:ek
17001,word[:3]:baw
17002,+1:word.lower():kesehatan
17003,word.lower():kesehatan
17004,word[:3]:kes
17005,+1:word.lower():spray
17006,word[:3]:spr
17007,+1:word.lower():helder
17008,word.lower():helder
17009,-1:word.lower():helder
17010,word.lower():spirulina
17011,-1:word.lower():spirulina
17012,+1:word.lower():spirulina
17013,word.lower():reseal
17014,-1:word.lower():reseal
17015,+1:word.lower():save
17016,word.lower():save
17017,word[:3]:Sav
17018,-1:word.lower():save
17019,+1:word.lower():sealer
17020,word.lower():sealer
17021,-1:word.lower():sealer
17022,word[:3]:kej
17023,+1:word.lower():parmesan
17024,word.lower():parmesan
17025,word[:3]:par
17026,+1:word.lower():stress</enamex>
17027,word.lower():stress</enamex>
17028,-1:word.lower():stress</enamex>
17029,word.lower():pempem
17030,word[-3:]:pem
17031,+1:word.lower():velcro
17032,word.lower():velcro
17033,word[:3]:vel
17034,-1:word.lower():pempem
17035,+1:word.lower():insert
17036,word.lower():insert
17037,-1:word.lower():velcro
17038,+1:word.lower():litty
17039,word.lower():litty
17040,-1:word.lower():insert
17041,+1:word.lower():bamboo
17042,word.lower():bamboo
17043,word[-3:]:boo
17044,word[:3]:Bam
17045,-1:word.lower():litty
17046,-1:word.lower():bamboo
17047,+1:word.lower():clodi
17048,word[:3]:pop
17049,+1:word.lower():kain
17050,word.lower():kain
17051,word[:3]:kai
17052,+1:word.lower():cuci
17053,word.lower():cuci
17054,word[-3:]:uci
17055,word[:3]:cuc
17056,-1:word.lower():kain
17057,-1:word.lower():cuci
17058,word[:3]:dia
17059,-1:word.lower():ulang
17060,+1:word.lower():quantum
17061,word.lower():quantum
17062,word[-3:]:TUM
17063,+1:word.lower():pendant
17064,word.lower():pendant
17065,-1:word.lower():quantum
17066,+1:word.lower():permata
17067,word.lower():permata
17068,word[:3]:PER
17069,-1:word.lower():pendant
17070,word[-3:]:RIE
17071,+1:word.lower():teddies
17072,+1:word.lower():3079
17073,word.lower():3079
17074,word[-3:]:079
17075,word[:3]:307
17076,word.lower():gamis
17077,+1:word.lower():busana
17078,word.lower():busana
17079,-1:word.lower():gamis
17080,-1:word.lower():busana
17081,+1:word.lower():maxmara
17082,word.lower():maxmara
17083,+1:word.lower():nadia
17084,word.lower():nadia
17085,word[:3]:Nad
17086,-1:word.lower():maxmara
17087,-1:word.lower():nadia
17088,word[-3:]:NSA
17089,+1:word.lower():lensa
17090,word.lower():st
17091,word[-3:]:ST
17092,word[:3]:ST
17093,+1:word.lower():atasan
17094,word.lower():atasan
17095,-1:word.lower():st
17096,-1:word.lower():atasan
17097,+1:word.lower():annisa
17098,word.lower():annisa
17099,word[-3:]:isa
17100,word[:3]:Ann
17101,-1:word.lower():annisa
17102,+1:word.lower():pengukur
17103,word.lower():pengukur
17104,+1:word.lower():komponen
17105,word.lower():komponen
17106,-1:word.lower():pengukur
17107,-1:word.lower():komponen
17108,+1:word.lower():diode
17109,word.lower():diode
17110,word[:3]:Dio
17111,+1:word.lower():chek
17112,word.lower():chek
17113,word[-3:]:hek
17114,-1:word.lower():diode
17115,+1:word.lower():mastech
17116,word.lower():mastech
17117,-1:word.lower():chek
17118,+1:word.lower():ms-8910
17119,word.lower():ms-8910
17120,word[-3:]:910
17121,word[:3]:MS-
17122,-1:word.lower():mastech
17123,-1:word.lower():ms-8910
17124,word.lower():speedo
17125,word[-3:]:edo
17126,-1:word.lower():speedo
17127,+1:word.lower():renang
17128,word.lower():renang
17129,+1:word.lower():skoogle
17130,word.lower():skoogle
17131,word[:3]:Sko
17132,-1:word.lower():renang
17133,+1:word.lower():flexifit
17134,word.lower():flexifit
17135,-1:word.lower():skoogle
17136,+1:word.lower():jr
17137,word.lower():jr
17138,word[-3:]:Jr
17139,word[-2:]:Jr
17140,word[:3]:Jr
17141,word[:2]:Jr
17142,-1:word.lower():flexifit
17143,+1:word.lower():yagi
17144,word.lower():yagi
17145,word[-3:]:agi
17146,word[:3]:Yag
17147,+1:word.lower():txr185
17148,word.lower():txr185
17149,word[:3]:Txr
17150,word[:2]:Tx
17151,-1:word.lower():yagi
17152,+1:word.lower():club
17153,word.lower():club
17154,+1:word.lower():juventus
17155,word.lower():juventus
17156,word[:3]:Juv
17157,-1:word.lower():club
17158,word[:3]:rea
17159,-1:word.lower():juventus
17160,+1:word.lower():madrid
17161,word.lower():madrid
17162,word[:3]:mad
17163,+1:word.lower():bl
17164,word.lower():bl
17165,word[-3:]:BL
17166,word[:3]:BL
17167,+1:word.lower():48th
17168,word.lower():48th
17169,word[-3:]:8TH
17170,word[:3]:48T
17171,word[:2]:48
17172,-1:word.lower():bl
17173,+1:word.lower():pupuan
17174,word.lower():pupuan
17175,-1:word.lower():pupuan
17176,+1:word.lower():1000
17177,word.lower():1000
17178,-1:word.lower():1000
17179,+1:word.lower():duora
17180,word.lower():duora
17181,word[:3]:Duo
17182,-1:word.lower():duora
17183,+1:word.lower():explosive
17184,word.lower():explosive
17185,-1:word.lower():explosive
17186,word.lower():jkhk87
17187,word[-3:]:K87
17188,word[-2:]:87
17189,word[:3]:JKH
17190,-1:word.lower():jkhk87
17191,+1:word.lower():strawberry
17192,word.lower():strawberry
17193,word.lower():maiinan
17194,word[:3]:mai
17195,-1:word.lower():maiinan
17196,+1:word.lower():kreatif
17197,word.lower():kreatif
17198,word[:3]:kre
17199,-1:word.lower():kreatif
17200,word[-3:]:HEN
17201,word[-3:]:ZEN
17202,word[:3]:FRO
17203,+1:word.lower():2912c
17204,word.lower():2912c
17205,word[-3:]:12C
17206,word[-2:]:2C
17207,+1:word.lower():minuman
17208,word.lower():minuman
17209,-1:word.lower():minuman
17210,+1:word.lower():makanan
17211,word.lower():makanan
17212,+1:word.lower():pada
17213,word.lower():pada
17214,word[:3]:pad
17215,-1:word.lower():makanan
17216,-1:word.lower():pada
17217,+1:word.lower():galaxya9pro
17218,word.lower():galaxya9pro
17219,-1:word.lower():galaxya9pro
17220,+1:word.lower():sein
17221,word.lower():sein
17222,word[-3:]:EIN
17223,word[:3]:SEI
17224,word.lower():bel
17225,word[-3:]:Bel
17226,-1:word.lower():bel
17227,+1:word.lower():mtb
17228,+1:word.lower():brompton
17229,word.lower():brompton
17230,+1:word.lower():tern
17231,word.lower():tern
17232,-1:word.lower():brompton
17233,+1:word.lower():dahon
17234,word.lower():dahon
17235,word[-3:]:hon
17236,word[:3]:Dah
17237,-1:word.lower():tern
17238,+1:word.lower():plos
17239,word.lower():plos
17240,word[:3]:Plo
17241,+1:word.lower():ifc
17242,word.lower():ifc
17243,word[-3:]:IFC
17244,word[-2:]:FC
17245,word[:3]:IFC
17246,word[:2]:IF
17247,-1:word.lower():plos
17248,+1:word.lower():213
17249,word.lower():213
17250,word[-3:]:213
17251,word[:3]:213
17252,-1:word.lower():ifc
17253,word.lower():faded
17254,word[:3]:fad
17255,+1:word.lower():glory
17256,word.lower():glory
17257,word[:3]:glo
17258,word[:2]:gl
17259,-1:word.lower():faded
17260,+1:word.lower():cute
17261,-1:word.lower():glory
17262,+1:word.lower():cocktail
17263,word.lower():cocktail
17264,word[:3]:coc
17265,-1:word.lower():cocktail
17266,+1:word.lower():computer
17267,word.lower():computer
17268,-1:word.lower():computer
17269,word.lower():quickdry
17270,-1:word.lower():quickdry
17271,-1:word.lower():35
17272,+1:word.lower():80
17273,word.lower():80
17274,word[-3:]:80
17275,word[:3]:80
17276,+1:word.lower():)/
17277,word.lower():)/
17278,word[-3:]:)/
17279,word[-2:]:)/
17280,word[:3]:)/
17281,word[:2]:)/
17282,-1:word.lower():80
17283,-1:word.lower():)/
17284,+1:word.lower():topi
17285,word.lower():topi
17286,+1:word.lower():kupluk
17287,word.lower():kupluk
17288,word[-3:]:luk
17289,-1:word.lower():topi
17290,-1:word.lower():kupluk
17291,word.lower():payung
17292,word[:3]:Pay
17293,+1:word.lower():payung
17294,-1:word.lower():payung
17295,+1:word.lower():lipat
17296,word.lower():lipat
17297,-1:word.lower():lipat
17298,+1:word.lower():38000mah
17299,word.lower():38000mah
17300,-1:word.lower():38000mah
17301,word.lower():roto
17302,word[:3]:ROT
17303,+1:word.lower():champ
17304,word.lower():champ
17305,-1:word.lower():roto
17306,word[-3:]:CER
17307,-1:word.lower():champ
17308,+1:word.lower():serba
17309,word.lower():serba
17310,word[-3:]:RBA
17311,word[-2:]:BA
17312,+1:word.lower():guna
17313,word.lower():guna
17314,-1:word.lower():serba
17315,+1:word.lower():v2.1
17316,word.lower():v2.1
17317,word[-3:]:2.1
17318,word[:3]:V2.
17319,word[:2]:V2
17320,+1:word.lower():t820
17321,word.lower():t820
17322,word[-3:]:820
17323,word[:3]:T82
17324,word[:2]:T8
17325,-1:word.lower():v2.1
17326,word.lower():cj
17327,word[-3:]:CJ
17328,word[-2:]:CJ
17329,word[:3]:CJ
17330,word[:2]:CJ
17331,+1:word.lower():kanari
17332,word.lower():kanari
17333,-1:word.lower():cj
17334,-1:word.lower():kanari
17335,+1:word.lower():saus
17336,word.lower():saus
17337,+1:word.lower():kecap
17338,word.lower():kecap
17339,word[:3]:Kec
17340,-1:word.lower():saus
17341,word[:3]:Ika
17342,word[:2]:Ik
17343,-1:word.lower():kecap
17344,+1:word.lower():membuat
17345,word.lower():membuat
17346,+1:word.lower():kimchi
17347,word.lower():kimchi
17348,word[:3]:Kim
17349,-1:word.lower():membuat
17350,+1:word.lower():800g
17351,word.lower():800g
17352,-1:word.lower():kimchi
17353,word[:3]:T-S
17354,+1:word.lower():targaryen
17355,word.lower():targaryen
17356,word[-3:]:YEN
17357,-1:word.lower():targaryen
17358,+1:word.lower():got-030
17359,word.lower():got-030
17360,word[-3:]:030
17361,word[:3]:GOT
17362,+1:word.lower():enaaak
17363,word.lower():enaaak
17364,word[-3:]:aak
17365,+1:word.lower():fresh
17366,word.lower():fresh
17367,word[-3:]:esh
17368,-1:word.lower():enaaak
17369,-1:word.lower():fresh
17370,word[:3]:sus
17371,word[:3]:ena
17372,word[:2]:en
17373,word[-3:]:pia
17374,word[:3]:pia
17375,+1:word.lower():oobabyshop
17376,word.lower():oobabyshop
17377,word[:3]:oob
17378,word[:2]:oo
17379,+1:word.lower():ae-1200whd-1avdfae-1200whd-1avdf
17380,word.lower():ae-1200whd-1avdfae-1200whd-1avdf
17381,word[-3:]:VDF
17382,word[-3:]:Ac
17383,word[-2:]:Ac
17384,word[:3]:Ac
17385,+1:word.lower():clinic
17386,word.lower():clinic
17387,+1:word.lower():daily
17388,word.lower():daily
17389,word[:3]:Dai
17390,-1:word.lower():clinic
17391,+1:word.lower():acne
17392,word.lower():acne
17393,word[-3:]:cne
17394,word[:3]:Acn
17395,-1:word.lower():daily
17396,+1:word.lower():foam
17397,word.lower():foam
17398,word[-3:]:oam
17399,word[:3]:Foa
17400,-1:word.lower():acne
17401,+1:word.lower():cleanser
17402,word.lower():cleanser
17403,-1:word.lower():foam
17404,word.lower():gt940mx2gb
17405,+1:word.lower():win10home
17406,word.lower():win10home
17407,-1:word.lower():gt940mx2gb
17408,+1:word.lower():23
17409,word.lower():23
17410,word[-3:]:23
17411,word[-2:]:23
17412,word[:3]:23
17413,word[:2]:23
17414,-1:word.lower():win10home
17415,"+1:word.lower():1yearwarranty"""
17416,"word.lower():1yearwarranty"""
17417,"word[-3:]:ty"""
17418,"word[-2:]:y"""
17419,word[:3]:1Ye
17420,word[:2]:1Y
17421,-1:word.lower():23
17422,word.lower():venturer
17423,word[:3]:Ven
17424,+1:word.lower():2-in-1
17425,word.lower():2-in-1
17426,word[-3:]:n-1
17427,word[-2:]:-1
17428,word[:3]:2-i
17429,-1:word.lower():venturer
17430,-1:word.lower():2-in-1
17431,+1:word.lower():bravowin
17432,word.lower():bravowin
17433,-1:word.lower():bravowin
17434,+1:word.lower():k
17435,word.lower():k
17436,word[-3:]:k
17437,word[-2:]:k
17438,word[:3]:k
17439,word[:2]:k
17440,-1:word.lower():k
17441,"+1:word.lower():""-"
17442,"word.lower():""-"
17443,"word[-3:]:""-"
17444,"word[-2:]:""-"
17445,"word[:3]:""-"
17446,"word[:2]:""-"
17447,"-1:word.lower():""-"
17448,word.lower():marlee
17449,word[-3:]:lee
17450,+1:word.lower():flatbed
17451,word.lower():flatbed
17452,-1:word.lower():marlee
17453,-1:word.lower():flatbed
17454,+1:word.lower():ib-11
17455,word.lower():ib-11
17456,word[:3]:IB-
17457,word[:2]:IB
17458,-1:word.lower():ib-11
17459,word[-3:]:EKA
17460,word[-3:]:RIK
17461,word[-3:]:UCK
17462,word[:3]:DUC
17463,-1:word.lower():duck
17464,+1:word.lower():wetsuit
17465,word.lower():wetsuit
17466,word[:3]:Wet
17467,+1:word.lower():sharkskin
17468,word.lower():sharkskin
17469,-1:word.lower():wetsuit
17470,-1:word.lower():sharkskin
17471,word[:3]:sli
17472,word[:3]:rub
17473,word[:2]:ru
17474,-1:word.lower():rubber
17475,word[:3]:cov
17476,+1:word.lower():blower
17477,word.lower():blower
17478,+1:word.lower():grooming
17479,word.lower():grooming
17480,-1:word.lower():blower
17481,-1:word.lower():grooming
17482,word[:3]:Gef
17483,+1:word.lower():950
17484,word.lower():950
17485,word[-3:]:950
17486,word[:3]:950
17487,-1:word.lower():950
17488,word.lower():advan
17489,word[-3:]:van
17490,+1:word.lower():jr-108
17491,word.lower():jr-108
17492,word[-3:]:108
17493,word[:3]:JR-
17494,word[:2]:JR
17495,-1:word.lower():advan
17496,-1:word.lower():jr-108
17497,word.lower():ride
17498,-1:word.lower():ride
17499,+1:word.lower():walk
17500,word.lower():walk
17501,word[-3:]:alk
17502,-1:word.lower():walk
17503,+1:word.lower():step
17504,word.lower():step
17505,word[-3:]:tep
17506,-1:word.lower():2in1
17507,+1:word.lower():start
17508,word.lower():start
17509,-1:word.lower():step
17510,-1:word.lower():start
17511,+1:word.lower():'n
17512,word.lower():'n
17513,word[-3:]:'n
17514,word[-2:]:'n
17515,word[:3]:'n
17516,word[:2]:'n
17517,+1:word.lower():ride
17518,-1:word.lower():'n
17519,+1:word.lower():silicone
17520,word.lower():silicone
17521,-1:word.lower():silicone
17522,+1:word.lower():hewan
17523,word.lower():hewan
17524,word[-3:]:wan
17525,word[:3]:Hew
17526,+1:word.lower():noticks
17527,word.lower():noticks
17528,-1:word.lower():hewan
17529,-1:word.lower():noticks
17530,+1:word.lower():kutu
17531,word.lower():kutu
17532,word[:3]:Kut
17533,-1:word.lower():kutu
17534,+1:word.lower():disc
17535,word.lower():disc
17536,word[-3:]:isc
17537,word[-2:]:sc
17538,+1:word.lower():cakram
17539,word.lower():cakram
17540,-1:word.lower():disc
17541,+1:word.lower():alarm
17542,-1:word.lower():cakram
17543,+1:word.lower():maling
17544,word.lower():maling
17545,-1:word.lower():maling
17546,word[:3]:obr
17547,word[:2]:ob
17548,+1:word.lower():yumeida
17549,word.lower():yumeida
17550,word[-3:]:ida
17551,word[:3]:yum
17552,word[:2]:yu
17553,-1:word.lower():yumeida
17554,+1:word.lower():38
17555,word.lower():38
17556,word[-3:]:38
17557,word[:3]:38
17558,-1:word.lower():38
17559,word[:3]:Bua
17560,+1:word.lower():nanas
17561,word.lower():nanas
17562,-1:word.lower():nanas
17563,+1:word.lower():sabun
17564,word.lower():sabun
17565,word[-3:]:bun
17566,-1:word.lower():sabun
17567,+1:word.lower():tabung
17568,word.lower():tabung
17569,+1:word.lower():carbon
17570,word.lower():carbon
17571,-1:word.lower():carbon
17572,word[-3:]:ivo
17573,+1:word.lower():front
17574,word.lower():front
17575,word[-3:]:ont
17576,-1:word.lower():front
17577,+1:word.lower():ze550ml
17578,word.lower():ze550ml
17579,word[:3]:ZE5
17580,word[:2]:ZE
17581,+1:word.lower():-ram
17582,word.lower():-ram
17583,word[:3]:-RA
17584,word[:2]:-R
17585,-1:word.lower():ze550ml
17586,-1:word.lower():-ram
17587,+1:word.lower():-internal
17588,word.lower():-internal
17589,word[:3]:-In
17590,-1:word.lower():-internal
17591,+1:word.lower():-layar
17592,word.lower():-layar
17593,word[:3]:-La
17594,word[:2]:-L
17595,"+1:word.lower():5,5"""
17596,"word.lower():5,5"""
17597,"word[-3:]:,5"""
17598,"word[:3]:5,5"
17599,"word[:2]:5,"
17600,-1:word.lower():-layar
17601,+1:word.lower():-dual
17602,word.lower():-dual
17603,word[:3]:-Du
17604,"-1:word.lower():5,5"""
17605,word[-3:]:SIM
17606,word[:3]:SIM
17607,-1:word.lower():-dual
17608,+1:word.lower():shoe
17609,word.lower():shoe
17610,word[-3:]:HOE
17611,word[:3]:SHO
17612,+1:word.lower():rack
17613,word.lower():rack
17614,word[:3]:RAC
17615,-1:word.lower():shoe
17616,+1:word.lower():+penutup
17617,word.lower():+penutup
17618,word[-3:]:TUP
17619,word[-2:]:UP
17620,word[:3]:+PE
17621,word[:2]:+P
17622,-1:word.lower():rack
17623,-1:word.lower():+penutup
17624,+1:word.lower():layer
17625,word[-3:]:YER
17626,word[:3]:LAY
17627,+1:word.lower():vandroid
17628,word.lower():vandroid
17629,+1:word.lower():t3e
17630,word.lower():t3e
17631,word[-3:]:T3E
17632,word[-2:]:3E
17633,word[:3]:T3E
17634,-1:word.lower():vandroid
17635,-1:word.lower():t3e
17636,word.lower():wiyadistore
17637,word[:3]:Wiy
17638,+1:word.lower():pasir
17639,word.lower():pasir
17640,-1:word.lower():wiyadistore
17641,+1:word.lower():zeolit
17642,word.lower():zeolit
17643,word[:3]:Zeo
17644,-1:word.lower():pasir
17645,+1:word.lower():02
17646,word.lower():02
17647,word[-3:]:02
17648,word[:3]:02
17649,-1:word.lower():zeolit
17650,+1:word.lower():[re-pack
17651,word.lower():[re-pack
17652,word[:3]:[Re
17653,word[:2]:[R
17654,-1:word.lower():02
17655,-1:word.lower():[re-pack
17656,+1:word.lower():aoc
17657,word.lower():aoc
17658,word[-3:]:AOC
17659,word[-2:]:OC
17660,word[:3]:AOC
17661,word[:2]:AO
17662,-1:word.lower():aoc
17663,"+1:word.lower():15,6"""
17664,"word.lower():15,6"""
17665,"word[-3:]:,6"""
17666,"word[-2:]:6"""
17667,+1:word.lower():e1670sw
17668,word.lower():e1670sw
17669,word[-3:]:0SW
17670,word[-2:]:SW
17671,word[:3]:E16
17672,"-1:word.lower():15,6"""
17673,+1:word.lower():-usb
17674,word.lower():-usb
17675,word[:3]:-US
17676,word[:2]:-U
17677,-1:word.lower():e1670sw
17678,+1:word.lower():powered
17679,word.lower():powered
17680,-1:word.lower():-usb
17681,word.lower():warmer
17682,word[:3]:Cof
17683,-1:word.lower():warmer
17684,+1:word.lower():warmer
17685,+1:word.lower():ports
17686,word.lower():ports
17687,+1:word.lower():hub
17688,word.lower():hub
17689,word[-3:]:Hub
17690,word[:3]:Hub
17691,-1:word.lower():ports
17692,-1:word.lower():hub
17693,+1:word.lower():penghangat
17694,word.lower():penghangat
17695,-1:word.lower():penghangat
17696,word.lower():gt920m-2gb
17697,-1:word.lower():gt920m-2gb
17698,+1:word.lower():w-734-9av
17699,word.lower():w-734-9av
17700,word[-3:]:9AV
17701,word[:3]:W-7
17702,word[:2]:W-
17703,-1:word.lower():w-734-9av
17704,+1:word.lower():734
17705,word.lower():734
17706,word[-3:]:734
17707,word[:3]:734
17708,word[:2]:73
17709,+1:word.lower():9av
17710,word.lower():9av
17711,word[:3]:9AV
17712,word[:2]:9A
17713,-1:word.lower():734
17714,-1:word.lower():9av
17715,word.lower():stln48
17716,word[-3:]:N48
17717,word[:3]:STL
17718,-1:word.lower():stln48
17719,word[:3]:Piy
17720,+1:word.lower():peach
17721,word.lower():peach
17722,word[-3:]:ach
17723,word.lower():cathy
17724,word[-3:]:thy
17725,-1:word.lower():cathy
17726,-1:word.lower():doll
