Word,POS,Label
high-power,FW,O
automotive,FW,B-TYPE
cleaners,FW,I-TYPE
&,Z,I-TYPE
air,NN,I-TYPE
gun,VB,I-TYPE
AV-8362,CD,B-NAME
compact,FW,B-TYPE
vacuum,FW,I-TYPE
cleaner,FW,I-TYPE
cleaner,FW,O
in,FW,O
Neuro,NNP,O
New,NNP,O
Car,NNP,B-TYPE
cleaner,FW,I-TYPE
alternative,FW,O
vehicle,FW,O
multifunction,FW,O
vacuum,FW,O
cleaner,FW,O
car,FW,B-TYPE
vacuum,FW,I-TYPE
cleaner,FW,I-TYPE
dust,FW,O
turbofan,FW,O
permanent,FW,O
filter,FW,O
Sambel,NNP,B-TYPE
Pecel,NNP,I-TYPE
Madiun,NNP,I-TYPE
Bu,NNP,B-BRAND
Seno,NNP,I-BRAND
bebas,JJ,O
milih,VB,O
varian,NN,O
GSD,NNP,B-BRAND
Dess,NNP,I-BRAND
Shabi,NNP,I-BRAND
Maron,NNP,B-COLOR
Nutrilon,NNP,O
Royal,NNP,O
Pronutra,NNP,O
3,NNP,O
Susu,NNP,O
Pertumbuhan,NNP,O
Vanila,NNP,O
800gr,CD,B-MASS
MSI,NNP,B-BRAND
GL62M-7RDX-1018XID,NNP,B-NAME
Intel,NNP,B-PROCESSOR
Core,NNP,I-PROCESSOR
i7,NNP,I-PROCESSOR
Skylake,NNP,I-PROCESSOR
4GB,CD,B-RAM
SSD</ENAMEX>,NNP,O
"15,6'",CD,B-DIMENSION
Cover/Selimut,NNP,B-TYPE
Motor,NNP,I-TYPE
Koraibi,NNP,B-BRAND
1,CD,O
untuk,SC,O
motor,NN,O
bebek,NN,O
matic,FW,O
standar,FW,O
SK-II,NNP,B-BRAND
Whitening,NNP,B-NAME
Source,NNP,I-NAME
Clear,NNP,I-NAME
Lotion,NNP,I-NAME
150ml,NNP,B-DIMENSION
MEMBER,NNP,O
RESMI,NNP,O
SKII,NNP,O
Samsung,NNP,B-BRAND
Galaxy,NNP,B-NAME
Tab,NNP,I-NAME
3V,CD,I-NAME
Alat,NNP,B-TYPE
Pemotong,NNP,I-TYPE
Buah,NNP,I-TYPE
Nanas,NNP,I-TYPE
dari,IN,O
Stainless,NNP,B-MATERIAL
Steel,NNP,I-MATERIAL
Obat,NN,B-TYPE
Hewan,NNP,I-TYPE
Salep,NNP,I-TYPE
Kucing,NNP,B-THEME
Scabies,NNP,B-BRAND
Cream,NNP,B-NAME
HARGA,NNP,O
PROMO,NNP,O
ARUCHI,NNP,B-BRAND
BABY,NNP,B-AGE
SETELAN,NNP,B-TYPE
PIYAMA,NNP,I-TYPE
BAYI,NNP,B-AGE
OBLONG,NNP,B-TYPE
PANJANG,NNP,I-TYPE
XXL,NNP,B-SIZE
Da,NNP,B-BRAND
Vinci,NNP,I-BRAND
Syrup,NNP,B-TYPE
Lychee,NNP,O
Jual,NN,O
sandal,NN,B-TYPE
anak,NN,B-AGE
crocs,FW,B-BRAND
captain,FW,B-THEME
america,FW,I-THEME
led,FW,O
lampu,FW,O
Limited,FW,O
20170821,CD,O
Bumper,FW,B-TYPE
bunny,FW,B-SHAPE
BMB08,CD,O
Bantal,NNP,B-TYPE
Mobil,NNP,I-TYPE
3,NNP,O
In,NNP,O
1,NNP,O
Doraemon,NNP,B-THEME
Mata,NN,B-TYPE
Bor,NNP,I-TYPE
Progressive,NNP,I-TYPE
HSS,NNP,B-BRAND
Tin.Co,NNP,B-MATERIAL
4,CD,B-SIZE
~,NN,I-SIZE
32,CD,I-SIZE
mm,NND,I-SIZE
LG,NNP,B-NAME
5966,NNP,I-NAME
Little,NNP,B-BRAND
Giant,NNP,I-BRAND
Baby,NNP,B-TYPE
Monitor,NNP,I-TYPE
Alat,NNP,B-TYPE
Monitor,NNP,I-TYPE
Bayi,NNP,I-TYPE
DRESS,NNP,B-TYPE
DRAPS,NNP,I-TYPE
FALLY,NNP,B-NAME
Lampu,NNP,B-TYPE
LED,NNP,I-TYPE
Philips,NNP,B-BRAND
Sprei,NNP,B-TYPE
Katun,NNP,B-MATERIAL
Jepang,NNP,I-MATERIAL
Colourful,NNP,B-COLOR
Unik,NNP,O
Lampu,NNP,B-TYPE
Sepeda,NNP,I-TYPE
Depan,NNP,I-TYPE
dan,CC,I-TYPE
Belakang,NNP,I-TYPE
LED,NNP,B-TYPE
Murah,NNP,O
20170822,CD,O
MICROSCOPE,NNP,B-TYPE
XSP,NNP,B-NAME
12,CD,I-NAME
MICROSCOPE,NNP,O
500X,CD,O
YINGMEI,NNP,B-BRAND
Beijing,NNP,B-NAME
Shoes,NNP,B-TYPE
Fashion,NNP,O
Street,NNP,O
Chic,NNP,O
Women,NNP,B-GENDER
And,NNP,O
Men,NNP,B-GENDER
Sneaker,NNP,B-TYPE
Canvas,NNP,O
Shoes,NNP,O
Low-cut,NNP,B-TYPE
Shoes,NNP,I-TYPE
Sports,NNP,B-TYPE
Shoes,NNP,I-TYPE
Sports,NNP,B-TYPE
Sneaker,NNP,I-TYPE
Casual,NNP,I-TYPE
Style,NNP,I-TYPE
B0208-21,NNP,B-NAME
intl,NNP,O
Singapore,NNP,O
Hegner,NN,B-BRAND
5002L,CD,B-NAME
Jam,NNP,B-TYPE
Tangan,NNP,I-TYPE
Wanita,NNP,B-GENDER
Stainless,NNP,B-MATERIAL
Steel,NNP,I-MATERIAL
silver,FW,B-COLOR
gold,FW,I-COLOR
Spray,NNP,B-NAME
Mount,NNP,I-NAME
Adhesive,NNP,I-NAME
6065,CD,I-NAME
Lem,NNP,B-TYPE
Paket,NNP,B-TYPE
Sereal,NNP,I-TYPE
Nestle,NNP,B-BRAND
FREE,NNP,O
Minion,NNP,B-THEME
Cereal2Go,NNP,B-NAME
Koko,NNP,B-BRAND
Krunch,NNP,I-BRAND
Cereal,NNP,B-TYPE
330g,CD,B-MASS
Nestle,NNP,B-BRAND
Milo,NNP,B-BRAND
Cereal,NNP,B-TYPE
330g,CD,B-MASS
Nestle,NNP,B-BRAND
Honey,NNP,B-BRAND
Stars,NNP,I-BRAND
Cereal,NNP,B-TYPE
300g,CD,B-MASS
Kaos,FW,B-TYPE
baju,FW,I-TYPE
couple,FW,I-TYPE
lengan,NN,I-TYPE
panjang,JJ,I-TYPE
baju,VB,B-TYPE
pasangan,NN,I-TYPE
baju,NN,B-TYPE
kembar,NN,I-TYPE
Kode:,NNP,O
LPPK-AA32,NNP,O
RGO,NNP,B-BRAND
Frontline,NNP,B-NAME
Plus,NNP,I-NAME
Obat,NNP,B-TYPE
Kutu,NNP,I-TYPE
Black,NNP,B-COLOR
Pencil,NNP,B-TYPE
Case,NNP,I-TYPE
Tempat,NNP,B-TYPE
Pensil,NNP,I-TYPE
payung,VB,B-TYPE
unik,NN,I-TYPE
kapsul,VB,I-TYPE
SEPATU,NNP,B-TYPE
KETS,NNP,I-TYPE
WANITA,NNP,B-COLOR
AIRMAX,NNP,B-BRAND
NAVY,NNP,B-COLOR
GLUCOLA,NNP,B-BRAND
asli,NNP,O
MCi,NNP,B-BRAND
Asus,NNP,B-BRAND
Zenfone,NNP,B-NAME
5,CD,I-NAME
White,NNP,B-COLOR
8GB,CD,B-CAPACITY
Goldman,NNP,B-BRAND
Cup,NNP,B-TYPE
&,NNP,I-TYPE
Saucer,NNP,I-TYPE
Set,NNP,I-TYPE
Green,NNP,B-COLOR
Tablet,NNP,B-TYPE
Smartphone,NNP,I-TYPE
Holder,NNP,I-TYPE
10inch,CD,B-DIMENSION
"Ringan,",NNP,O
Fleksibel,NNP,O
PROMO,NNP,O
Instan,NNP,B-NAME
Najwa,NNP,I-NAME
Honda,NNP,B-BRAND
Beat,NNP,B-NAME
Sporty,NNP,I-NAME
CBS,NNP,I-NAME
ISS,NNP,I-NAME
Soul,NNP,B-COLOR
Red,NNP,I-COLOR
White,NNP,I-COLOR
Khusus,NNP,O
daerah,NN,O
Bekasi,NNP,O
Tanaman,NNP,B-TYPE
Mini,NNP,I-TYPE
Anti,NNP,I-TYPE
Radiasi,NNP,I-TYPE
Varian,NNP,O
Sunflower,NNP,O
Xiaomi,NN,B-BRAND
Mouse,NNP,B-TYPE
Pad,NNP,I-TYPE
Super,NNP,O
Slim,NNP,O
Alumunium,NNP,B-MATERIAL
Alloy,NNP,O
Original,NNP,O
Small,NNP,B-SIZE
Size,NNP,I-SIZE
Silver,NNP,B-COLOR
Spigen,NNP,B-BRAND
Case,NNP,B-TYPE
Ultra,NNP,B-NAME
Hybrid,NNP,I-NAME
Copper,NNP,B-COLOR
Gold,NNP,I-COLOR
SOA,NNP,B-BRAND
Babt,NNP,I-BRAND
Celana,NNP,B-TYPE
panjang,VB,I-TYPE
newborn,NN,I-TYPE
buka,VB,I-TYPE
kaki,NN,I-TYPE
Bel,NNP,B-TYPE
Sepeda,NNP,I-TYPE
Minimalis,NNP,B-SIZE
CNC,NNP,B-BRAND
untuk,SC,O
MTB,NNP,B-TYPE
Brompton,NNP,B-BRAND
Tern,NNP,B-BRAND
Dahon,NNP,B-BRAND
GLICO,NNP,B-BRAND
FRUITY,NNP,B-NAME
POCKY,NNP,I-NAME
hippo,NN,B-BRAND
baterai,VB,B-TYPE
2000mAh,CD,B-CAPACITY
Promo,NNP,O
Kyoritsu,NNP,B-BRAND
3166,CD,B-TYPE
analogue,FW,B-TYPE
insulation,FW,I-TYPE
tester,FW,I-TYPE
Japan,FW,O
analog,FW,B-TYPE
jarum,FW,I-TYPE
CHELSEA,NNP,B-BRAND
GOLD,NNP,B-NAME
180,CD,B-DIMENSION
x,NN,I-DIMENSION
200,CD,I-DIMENSION
CM,NNP,I-DIMENSION
Bendera,NNP,B-BRAND
Susu,NNP,B-TYPE
Kental,NNP,I-TYPE
Manis,NNP,I-TYPE
6x42gr,CD,B-MASS
NESCAF,NNP,B-BRAND
Dolce,NNP,B-NAME
Gusto,NNP,I-NAME
Kapsul,NNP,I-NAME
Preggy,NNP,B-TYPE
Work,NNP,I-TYPE
Trousers,NNP,I-TYPE
Kevindo,NNP,B-BRAND
Netbook,NNP,B-TYPE
Softcase,NNP,I-TYPE
"12""",NNP,B-DIMENSION
Cover,NNP,B-TYPE
Color,NNP,I-TYPE
Sepatu,CD,B-TYPE
paskibraka,SC,I-TYPE
kulit,JJ,B-MATERIAL
Mode,NNP,O
Rompi,NNP,B-TYPE
Bahan,NNP,O
Rajut,NNP,B-MATERIAL
ROM,NNP,O
205,CD,O
Vicks,NNP,B-BRAND
Candy,NNP,B-TYPE
60,CD,O
pieces,FW,O
Honda,NNP,B-BRAND
Verza,NNP,B-NAME
150,NNP,I-NAME
SW,NNP,I-NAME
Bold,NNP,B-COLOR
Black,NNP,I-COLOR
OTR,NNP,O
"Jakarta,",NNP,O
"Tangerang,",NNP,O
Banten,NNP,O
KODOTO,NNP,B-THEME
21#,CD,I-THEME
PIRLO,FW,I-THEME
(JU),FW,I-THEME
Action,FW,B-TYPE
Figure,FW,I-TYPE
Anti,NNP,B-TYPE
Gores,NNP,I-TYPE
Screen,NNP,B-TYPE
Guard,NNP,I-TYPE
Nillkin,NNP,B-BRAND
Tempered,NNP,B-TYPE
Glass,NNP,I-TYPE
Amazing,NNP,B-NAME
H,NNP,I-NAME
Extreme,NNP,I-NAME
Bils,NNP,B-BRAND
Promo,NNP,O
Tas,NNP,B-TYPE
Ransel,NNP,I-TYPE
Wanita,NNP,B-GENDER
Tas,NNP,B-TYPE
Gemblok,NNP,I-TYPE
Wanita,NNP,B-GENDER
003,NNP,B-TYPE
Navy,NNP,B-COLOR
Blue,NNP,I-COLOR
OBRAL,NNP,O
Saklar,NNP,B-TYPE
Push,NNP,I-TYPE
ON,NNP,I-TYPE
di,IN,O
tekan,VB,O
ON,NNP,O
di,IN,O
lepas,NN,O
OFF,NNP,O
16,CD,B-DIMENSION
mm,NN,I-DIMENSION
Logo,NNP,O
HONDA,NNP,B-THEME
RED,NNP,B-COLOR
HIGH,NNP,O
QUALITY,NNP,O
Lomberg,NNP,B-BRAND
Oxlade,NNP,B-NAME
Messenger,NNP,I-NAME
Waterproof,NNP,O
Dry,NNP,B-MATERIAL
Denim,NNP,I-MATERIAL
Leather,NNP,B-MATERIAL
2,CD,O
warna:,NNP,O
Black,NNP,B-COLOR
Navy,NNP,B-COLOR
||,NNP,O
BACA,NNP,O
DESKRIPSI,NNP,O
dulu,NNP,O
Etude,NNP,B-BRAND
House,NNP,I-BRAND
Collagen,NNP,B-NAME
Eye,NNP,I-NAME
Patch,NNP,I-NAME
sepatu,CD,B-TYPE
boots,NN,I-TYPE
sepatu,CD,B-TYPE
pria,NN,B-GENDER
sepatu,CD,B-TYPE
safety,FW,I-TYPE
sepatu,FW,B-TYPE
turing,FW,I-TYPE
sepatu,FW,B-TYPE
resleting,FW,I-TYPE
sepatu,FW,B-TYPE
ziper,FW,I-TYPE
boots,FW,B-TYPE
sepatu,FW,B-TYPE
crocodile,FW,B-BRAND
OHOME,NNP,B-BRAND
Zippo,NNP,B-BRAND
Korek,NNP,B-TYPE
Api,NNP,I-TYPE
Anti,NNP,I-TYPE
Angin,NNP,I-TYPE
Metal,NNP,B-MATERIAL
TOX,NNP,B-NAME
Hitam,NNP,B-COLOR
Doft,NNP,I-COLOR
BATERAI,NNP,B-TYPE
CHARGE,NNP,I-TYPE
UKURAN,NNP,I-TYPE
AA,NNP,I-TYPE
BATERAI,NNP,B-TYPE
JAM,NNP,I-TYPE
DINDING,NNP,I-TYPE
BATERAI,NNP,B-TYPE
AA,NNP,I-TYPE
14500,NNP,I-TYPE
BATERE,NNP,B-TYPE
CAS,NNP,I-TYPE
RECHARGEABLE,NNP,B-TYPE
Jam,NNP,B-TYPE
Tangan,NNP,I-TYPE
Casio,NNP,B-BRAND
Standard,NNP,O
W-734-9AV,NNP,B-NAME
W,NNP,O
734,CD,O
9AV,CD,O
Original,NNP,O
Philips,NNP,B-BRAND
Avent,NNP,I-BRAND
Silicone,NNP,B-MATERIAL
Teats,NNP,O
3M+3H,CD,O
ONE,NNP,B-BRAND
PLUS,NNP,I-BRAND
5,CD,B-NAME
BLACK,NNP,B-COLOR
Promo,NNP,O
Victor,NNP,B-BRAND
Journeyman,NNP,I-BRAND
welding,FW,B-TYPE
equipment,FW,I-TYPE
kit,FW,I-TYPE
set,FW,B-TYPE
alat,NN,I-TYPE
las,NN,I-TYPE
lengkap,NN,O
komplit,JJ,O
Kaos,NNP,B-TYPE
GuratGarut,NNP,O
Garut,NNP,B-THEME
Salawasna,NNP,I-THEME
Milk,NNP,B-COLOR
Brown,NNP,I-COLOR
for,NNP,O
Men,NNP,B-GENDER
Cetaphil,NNP,B-BRAND
Restoraderm,NNP,B-NAME
Body,NNP,B-TYPE
Moisturizer,NNP,I-TYPE
Travel,NNP,O
Kit,NNP,O
29,CD,B-DIMENSION
Ml,NNP,I-DIMENSION
Termurah01,NNP,O
Kemeja,NNP,B-TYPE
Kerja,NNP,I-TYPE
Pria,NNP,B-GENDER
Lengan,NNP,B-TYPE
Panjang,NNP,I-TYPE
Steven,NNP,B-NAME
Kemeja,NNP,B-TYPE
Polos,NNP,I-TYPE
Formal,NNP,O
Kasual,NNP,O
Office</ENAMEX>,NNP,O
Kemeja,NNP,B-TYPE
Slim,NNP,I-TYPE
Fit,NNP,I-TYPE
Stretch,NNP,B-MATERIAL
Boy,NNP,B-GENDER
7T,CD,B-SIZE
Abu,NNP,B-COLOR
Abu,NNP,I-COLOR
TransCover,NNP,B-TYPE
Reseal,FW,B-BRAND
and,FW,I-BRAND
Save,FW,I-BRAND
Plastic,FW,B-TYPE
Sealer,FW,I-TYPE
Portable,FW,I-TYPE
Diskon,NNP,O
Cotton,NNP,B-BRAND
Candy,NNP,I-BRAND
Collection,NNP,I-BRAND
Vape,NNP,B-TYPE
Cotton,NNP,I-TYPE
Murah,NNP,O
mesin,NN,B-TYPE
las,NN,I-TYPE
lakoni,NN,B-BRAND
120e,CD,B-NAME
charger,FW,B-TYPE
sony,FW,B-BRAND
fastcharging,FW,B-NAME
2.0,CD,I-NAME
UCH10,CD,I-NAME
Magic,NNP,B-NAME
Seamless,NNP,I-NAME
Trace,NNP,I-NAME
Hook,NNP,B-TYPE
Strong,NNP,I-TYPE
Adhesive,NNP,I-TYPE
Mata,NN,B-TYPE
Router,NNP,I-TYPE
/,Z,I-TYPE
Trimmer,NNP,I-TYPE
Bosch,NNP,B-BRAND
(Straight,NNP,O
Bit,NNP,O
"1/4""",CD,B-DIMENSION
x,NN,I-DIMENSION
"5/16""",CD,I-DIMENSION
Kenmaster,NNP,B-BRAND
XH-106,NNP,B-NAME
Kompresor,NNP,B-TYPE
Angin,NNP,I-TYPE
Mini,NNP,O
Portable,NNP,O
Mobil,NNP,O
Biru,NNP,O
Zwitsal,NNP,B-BRAND
Baby,NNP,B-NAME
Spa,NNP,I-NAME
Gift,NNP,B-TYPE
Box,NNP,I-TYPE
S26,NNP,B-BRAND
Promise,NNP,B-NAME
Gold,NNP,I-NAME
900gr,CD,B-MASS
Family,NNP,O
Couple,NNP,O
Baju,NNP,B-TYPE
Pasangan,NNP,I-TYPE
Keluarga,NNP,I-TYPE
Kaos,NNP,B-TYPE
Keluarga,NNP,I-TYPE
DAD,NNP,B-THEME
MOM,NNP,I-THEME
KIDS,NNP,I-THEME
LOVE,NNP,I-THEME
putih,VB,B-COLOR
TEDDIES,NNP,B-BRAND
</ENAMEX>,NNP,O
6465,CD,O
Karton,NNP,B-TYPE
warna,NNP,O
Putih,NNP,B-COLOR
Blouse,FW,B-TYPE
jolie,FW,B-NAME
Diriku,NNP,B-NAME
Buku,NNP,B-TYPE
Tematik,NNP,I-TYPE
Kelas,NNP,I-TYPE
1,NNP,I-TYPE
Tema,NNP,I-TYPE
1,NNP,I-TYPE
Kurikulum,NNP,I-TYPE
2013,CD,I-TYPE
Korek,NNP,B-TYPE
Charge,NNP,I-TYPE
MU,NNP,B-THEME
Zippo,NNP,B-BRAND
korek,NN,B-TYPE
usb,NN,I-TYPE
korek,NN,B-TYPE
listrik,NN,I-TYPE
Head,NNP,B-BRAND
&,NNP,I-BRAND
Shoulders,NNP,I-BRAND
Shampoo,NNP,B-TYPE
330ml,NNP,B-DIMENSION
Khusus,NNP,O
Kota,NNP,O
Jakarta,NNP,O
Penawaran,NNP,O
Spesial,NNP,O
Ausi,NNP,B-BRAND
Abon,NNP,B-TYPE
Ikan,NNP,I-TYPE
Cakalang,NNP,I-TYPE
Fufu,NNP,I-TYPE
100,NNP,B-MASS
Gram,NNP,I-MASS
Kiddiewear,NNP,B-BRAND
Celana,NNP,B-TYPE
Pendek,NNP,I-TYPE
Jeans,NNP,I-TYPE
Suspender,NNP,I-TYPE
3-4,NNP,B-AGE
Year,NNP,I-AGE
Asus,NNP,B-BRAND
Zenfone,NNP,B-NAME
5,CD,I-NAME
A500CG,CD,I-NAME
16,CD,B-CAPACITY
GB,NNP,I-CAPACITY
Hitam,NNP,B-COLOR
SPEAKER,FW,B-TYPE
RADIO,FW,I-TYPE
+LCD+REMOTE+MEMORY,FW,I-TYPE
SLOT,FW,I-TYPE
008,CD,O
Anti,NNP,B-TYPE
Gores,NNP,I-TYPE
Costanza,NNP,B-BRAND
Pieter,NNP,B-BRAND
Jackson,NNP,I-BRAND
short,FW,B-NAME
cargo,FW,I-NAME
pants,FW,B-TYPE
Brown,NNP,B-COLOR
Dhian,NNP,B-BRAND
Pie,NNP,B-TYPE
Susu,NNP,I-TYPE
Legging,NNP,B-TYPE
Celana,NNP,B-TYPE
Short,NNP,I-TYPE
Pendek,NNP,I-TYPE
Jumbo,NNP,B-SIZE
Jumbo,NNP,B-SIZE
Dan,NNP,O
Standar,NNP,B-SIZE
Flypower,NNP,B-BRAND
Badminton,NNP,B-TYPE
Raket,NNP,I-TYPE
Heat,NNP,B-NAME
Wave,NNP,I-NAME
8,NNP,I-NAME
Blue,NNP,B-COLOR
charger,IN,B-TYPE
mobil,NN,I-TYPE
1,CD,B-DIMENSION
meter,NND,I-DIMENSION
USB,NNP,O
Mini,NNP,B-SIZE
Vacuum,NNP,B-TYPE
Keyboard,NNP,I-TYPE
Cleaner,NNP,I-TYPE
for,NNP,O
Laptop,NNP,B-TYPE
Computer,NNP,I-TYPE
PC,NNP,I-TYPE
Biru,NNP,B-COLOR
Nature's,NNP,B-BRAND
Health,NNP,I-BRAND
3,CD,B-NAME
in,NN,I-NAME
1,CD,I-NAME
Squalene,NNP,B-MATERIAL
Salmon,NNP,B-MATERIAL
Omega,NNP,I-MATERIAL
3,CD,I-MATERIAL
EPO,FW,B-MATERIAL
Complex,FW,I-MATERIAL
Indomie,NNP,B-BRAND
Mie,NNP,B-TYPE
Dijual,NNP,O
Giro,NNP,B-BRAND
Synthe,NNP,B-NAME
MIPS,NNP,I-NAME
White,NNP,B-COLOR
Highlight,NNP,I-COLOR
Yellow,NNP,I-COLOR
size,NNP,O
L,NNP,B-SIZE
Berkualitas,NNP,O
20170821,CD,O
Unik,NNP,O
SACHET,NNP,O
Real,NNP,B-TYPE
You,NNP,I-TYPE
Stiker,NNP,B-TYPE
Stiker,NNP,B-TYPE
Tato,NNP,I-TYPE
Gigi,NNP,I-TYPE
Pemutih,NNP,B-TYPE
Gigi,NNP,I-TYPE
Instant,NNP,I-TYPE
Berkualitas,NNP,O
PYRAMID,NNP,B-BRAND
SWEATER,NNP,B-TYPE
RAJUT,NNP,I-TYPE
HALUS,NNP,O
FOR,NNP,O
MAN,NNP,B-GENDER
Gelang,NNP,B-TYPE
Mutiara,NNP,B-MATERIAL
Gelang,NNP,B-TYPE
Pita,NNP,I-TYPE
Gelang,NNP,B-TYPE
Perhiasan,NNP,I-TYPE
Fashion,NNP,I-TYPE
Wanita,NNP,B-GENDER
Aksesoris,NNP,B-NAME
Import,NNP,O
Kado,NNP,B-TYPE
Hadiah,NNP,B-TYPE
Koleksi,NNP,B-TYPE
Unik,NNP,O
Gelang,NNP,B-TYPE
Murah,NNP,O
Spigen,NNP,B-BRAND
iPhone,NNP,B-NAME
5/5s,NNP,I-NAME
Case,NNP,B-TYPE
Tough,NNP,I-TYPE
Armor,NNP,I-TYPE
Champagne,NNP,B-COLOR
Gold,NNP,I-COLOR
Disney,NNP,B-THEME
Mickey,NNP,I-THEME
Mouse,NNP,I-THEME
Snapback,NNP,B-TYPE
57cm,NNP,B-DIMENSION
Free,NNP,O
Size,NNP,O
Baby,NNP,B-BRAND
Show,NNP,I-BRAND
Tutu,NNP,B-TYPE
Dress,NNP,I-TYPE
purple,NNP,B-COLOR
AVT,NNP,B-BRAND
DVD,NNP,B-TYPE
Changer,NNP,I-TYPE
MCH-106,NNP,B-NAME
Gratis,NNP,O
Pemasangan,NNP,O
Beyond,NNP,B-BRAND
Soothing,NNP,B-NAME
Bar,NNP,I-NAME
diesel,NNP,I-NAME
300ml,CD,B-DIMENSION
HouseOfOrganix,NNP,B-BRAND
Macadamia,NNP,B-TYPE
Nut,NNP,I-TYPE
100,NNP,B-MASS
Gr,NNP,I-MASS
Yamaha,NNP,B-BRAND
Gitar,NNP,B-TYPE
Mini,NNP,I-TYPE
GL-1,NNP,B-NAME
Natural,NNP,I-NAME
Free,NNP,O
Softcase,NNP,O
Original,NNP,O
Yamaha,NNP,O
NILLKIN,NNP,B-BRAND
Super,NNP,B-NAME
Shield,NNP,I-NAME
Hard,NNP,B-TYPE
Case,NNP,I-TYPE
Find,NNP,B-NAME
5,CD,I-NAME
Mini,NNP,I-NAME
(R827T),CD,I-NAME
CASIO,NNP,B-BRAND
FX,NNP,B-NAME
350MS,NNP,I-NAME
FX,NNP,B-NAME
350,NNP,I-NAME
MS,NNP,I-NAME
FX350MS,NNP,B-NAME
COOL,NNP,B-BRAND
SUGAR,NNP,I-BRAND
WAX,NNP,I-BRAND
Jual,NNP,O
Logitech,NNP,B-BRAND
M557,NNP,B-NAME
Dark,NNP,B-COLOR
Gray,NNP,I-COLOR
Bluetooth,NNP,B-TYPE
Mouse,NNP,I-TYPE
Murah,NNP,O
20170821,CD,O
REAL,NNP,O
PEN,NNP,B-TYPE
EYELINER,NNP,I-TYPE
STILLO,NNP,B-TYPE
PEN,NNP,I-TYPE
EYELINER,NNP,I-TYPE
CANADA,NNP,O
ELEGANT,NNP,O
BEAUTY,NNP,O
Mayonette,NNP,B-BRAND
Rubi,NNP,I-BRAND
Backpack,NNP,B-TYPE
Maroon,NNP,B-COLOR
Tony,NNP,B-BRAND
Moly,NNP,I-BRAND
Delight,NNP,B-NAME
Tint,NNP,I-NAME
Mini,NNP,B-SIZE
Size,NNP,O
Apple,NNP,B-COLOR
Red,NNP,I-COLOR
Kopi,NNP,B-TYPE
Hitam,NNP,I-TYPE
Cap,NNP,B-BRAND
Kupu-Kupu,NNP,I-BRAND
Bubuk,NNP,O
Sachet,NNP,O
AUTORACE,NNP,B-BRAND
Cover,NNP,B-TYPE
Stir,NNP,I-TYPE
Sarung,NNP,B-TYPE
Stir,NNP,I-TYPE
Mobil,NNP,I-TYPE
Autorace,NNP,B-NAME
104,NNP,I-NAME
Tranformrs,NNP,B-THEME
Gray,NNP,B-COLOR
N98,CD,B-NAME
"9""",CD,B-DIMENSION
Inch,NNP,I-DIMENSION
Android,NNP,B-OS
4.4,NNP,I-OS
Tablet,NNP,B-TYPE
PC,NNP,I-TYPE
Allwinner,NNP,B-BRAND
A33,NNP,B-NAME
EU,NNP,B-TYPE
Plug,NNP,I-TYPE
Black,NNP,B-COLOR
Polo,NNP,B-BRAND
Hunter,NNP,I-BRAND
Koper,NNP,B-TYPE
Set,NNP,I-TYPE
586,CD,O
"20""+24""",CD,B-DIMENSION
Roda,NNP,O
Besar,NNP,O
Mama,NNP,B-BRAND
Honey,NNP,I-BRAND
Busui,NNP,I-BRAND
185gr,CD,B-MASS
Gold,NNP,B-BRAND
Logam,NNP,B-TYPE
Mulia,NNP,I-TYPE
Emas,NNP,B-TYPE
Antam,NNP,B-BRAND
0.5,CD,B-MASS
Gram,NNP,I-MASS
Fine,NNP,B-TYPE
Gold,NNP,I-TYPE
999.9,CD,B-NAME
Sertifikat,NNP,O
Utametz,NNP,B-BRAND
Gilingan,NNP,B-TYPE
Daging,NNP,I-TYPE
Manual,NNP,I-TYPE
Serbaguna,NNP,O
Mudah,NNP,O
Hemat,NNP,O
Dan,NNP,O
Awet,NNP,O
No,NNP,O
12,CD,O
Silver,NNP,B-COLOR
JYSK,NNP,B-BRAND
Gantungan,NNP,B-TYPE
baju,VB,I-TYPE
Hangers,FW,B-TYPE
plastic,FW,B-MATERIAL
ass.,FW,O
BLACK,NNP,B-COLOR
Tutup,NNP,B-TYPE
Pentil,NNP,I-TYPE
Roda,NNP,I-TYPE
Lampu,NNP,B-TYPE
LED,NNP,I-TYPE
Roda,NNP,I-TYPE
Flashing,NNP,B-TYPE
LED,NNP,I-TYPE
(Dengan,NNP,O
Sensor,NNP,O
Gerak),NNP,O
Bluetooth,NNP,B-TYPE
Wireless,NNP,I-TYPE
Microphone,NNP,I-TYPE
Mini,NNP,B-TYPE
Portable,FW,I-TYPE
Karaoke,FW,I-TYPE
and,FW,I-TYPE
Speaker,FW,I-TYPE
smule,FW,B-THEME
Lem,NNP,B-TYPE
Povinal,NNP,B-BRAND
KABEL,NNP,B-TYPE
DATA,NNP,I-TYPE
samsung,VB,B-TYPE
note,NN,B-NAME
5,CD,I-NAME
Hairband,NNP,B-TYPE
Flower,NNP,I-TYPE
Tupperware,NNP,B-BRAND
Spice,NNP,B-NAME
T',NNP,I-NAME
Go,NNP,I-NAME
Kaos,NNP,B-TYPE
Lengan,NNP,I-TYPE
Panjang,NNP,I-TYPE
Korea,NNP,O
Style,NNP,O
#00010,CD,O
Original,NNP,O
High,NNP,O
Quality,NNP,O
Charger,NNP,B-TYPE
Celana,NNP,B-TYPE
Jeans,NNP,I-TYPE
